Handle ,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
Mikro-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty248/product/media/images/20211116/10/181238414/315783999/2/2_org_zoom.jpg,20,,,,,,,,,,,,,,,,,,,,,,,,
Mikro-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty248/product/media/images/20211116/10/181238414/315783999/3/3_org_zoom.jpg,21,,,,,,,,,,,,,,,,,,,,,,,,
Mikro-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty247/product/media/images/20211116/10/181238414/315783999/4/4_org_zoom.jpg,22,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,Düz Örme Pantolon,Pilesiz  fermuarlı kapama  slim fit pantolon Desen: Düz Line: Denim Cep: 5 cep Paça: Dar paça Doku özelliği: Gabardin Kalıp: Slim fit Yıkama tipi: Yıkamalı Karışım: %98.5 pamuk  %1.5 elastan,REXGOLL,,Pantolon,Pantolon,TRUE,Size,28,,,,,,200,shopify,3533,deny,manual,30.04,30.04,TRUE,TRUE,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Düz-Örme-Pantolon,,,,,,,,Size,28,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,Size,30,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,Size,32,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,Size,36,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,Size,38,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,Size,40,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty251/product/media/images/20211118/10/182443640/317851819/2/2_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty250/product/media/images/20211118/10/182443640/317851819/3/3_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Örme-Pantolon,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty250/product/media/images/20211118/10/182443640/317851819/4/4_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,Dokuma Mont,Mont Line: Casual Kalıp: Regular Fit Yırtmaç Tipi: İç Astar: Tam Astarlı Yaka: Dik Yaka Karışım: %100 Polyester,REXGOLL,,Mont,Mont,TRUE,Size,XS,,,,,,200,shopify,3774,deny,manual,104.68,104.68,TRUE,TRUE,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Dokuma-Mont,,,,,,,,Size,XS,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,S,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,M,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,L,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,XL,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,XXL,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,3XL,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,Size,4XL,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/1/1_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/2/2_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210910/9/128480624/240049434/3/3_org_zoom.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty173/product/media/images/20210910/9/128480624/240049434/4/4_org_zoom.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,
Dokuma-Mont,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210910/9/128480624/240049434/5/5_org_zoom.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,Desenli Örme Ceket,Ceket Desen: Desenli Model: Soft.. Line: Casual. Cep: Torba Cep. Kalıp: Modern Fit. Yırtmaç Tipi: Tek Yırtmaç. İç Astar: Yarım Astarlı. Yaka: Kelebek Yaka. Karışım: %77 Polyester  %23 Pamuk.,REXGOLL,,Ceket,Ceket,TRUE,Size,44,,,,,,200,shopify,8681,deny,manual,119.71,119.71,TRUE,TRUE,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Desenli-Örme-Ceket,,,,,,,,Size,44,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,46,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,48,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,50,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,52,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,54,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,56,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,58,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,60,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,Size,62,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/1/1_org_zoom.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty253/product/media/images/20211123/9/909145/321170269/2/2_org_zoom.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty252/product/media/images/20211123/9/909145/321170269/3/3_org_zoom.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Örme-Ceket,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty252/product/media/images/20211123/9/909145/321170269/4/4_org_zoom.jpg,14,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,Düz Dokuma Takım Elbise,Jacket: Trousers: Takım Elbise Desen: Düz Model: Zeroweıght Line: Klasik Cep: Kapaklı Cep Kalıp: Dynamic Fit Yırtmaç Tipi: Tek Yırtmaç İç Astar: Yarım Astarlı Yaka: Kruvaze Yaka Karışım: %100 Keten,REXGOLL,,Takım Elbise,Takım Elbise,TRUE,Size,46,,,,,,200,shopify,3419,deny,manual,288.9,288.9,TRUE,TRUE,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,46,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,48,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,50,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,52,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,54,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,Size,56,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/2/2_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty155/product/media/images/20210806/15/116325309/222955684/3/3_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty154/product/media/images/20210806/15/116325309/222955684/4/4_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Düz-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty154/product/media/images/20210806/15/116325309/222955684/5/5_org_zoom.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,Çizgili Dokuma Takım Elbise,Jacket: Trousers: Takım Elbise Desen: Çizgili Model: Soft Line: Klasik Cep: Kapaklı Cep Kalıp: Modern Fit Yırtmaç Tipi: Çift Yırtmaç İç Astar: Tam Astarlı Yaka: Kruvaze Yaka Karışım: %100 Saf Yün,REXGOLL,,Takım Elbise,Takım Elbise,TRUE,Size,46,,,,,,200,shopify,7674,deny,manual,562.93,562.93,TRUE,TRUE,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,46,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,48,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,50,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,52,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,54,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,56,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,58,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,Size,60,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/1/1_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty382/product/media/images/20220404/10/82497195/435794173/2/2_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty381/product/media/images/20220404/10/82497195/435794173/3/3_org_zoom.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/4/4_org_zoom.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,
Çizgili-Dokuma-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty383/product/media/images/20220404/10/82497195/435794173/5/5_org_zoom.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,
Kareli-Dokuma-Yelekli-Takım-Elbise,Kareli Dokuma Yelekli Takım Elbise,Jacket: Trousers: Waistcoat: Yelekli Takım Elbise Desen: Kareli Model: Soft Line: Klasik Cep: Kapaklı Cep Kalıp: Modern Fit Yırtmaç Tipi: Çift Yırtmaç İç Astar: Tam Astarlı Yaka: Kelebek Yaka Karışım: %100 Saf Yün,REXGOLL,,Takım Elbise,Takım Elbise,TRUE,Size,46,,,,,,200,shopify,8615,deny,manual,285.27,285.27,TRUE,TRUE,https://www.trendyol.com/ty171/product/media/images/20210911/16/129083326/240767738/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Kareli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,46,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210911/16/129083326/240767738/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Kareli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty172/product/media/images/20210911/16/129083326/240767738/2/2_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Kareli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210911/16/129083326/240767738/3/3_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Kareli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210911/16/129083326/240767738/4/4_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Kareli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty171/product/media/images/20210911/16/129083326/240767738/5/5_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,Desenli Dokuma Yelekli Takım Elbise,Jacket: Trousers: Waistcoat: Yelekli Takım Elbise Desen: Desenli Model: Soft Line: Klasik Cep: Kapaklı Cep Kalıp: Modern Fit Yırtmaç Tipi: Tek Yırtmaç İç Astar: Tam Astarlı Yaka: Kelebek Yaka Karışım: %100 Yün,REXGOLL,,Takım Elbise,Takım Elbise,TRUE,Size,46,,,,,,200,shopify,7344,deny,manual,270.24,270.24,TRUE,TRUE,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,46,,,,,,,,,,,,,,,,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,48,,,,,,,,,,,,,,,,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,50,,,,,,,,,,,,,,,,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,52,,,,,,,,,,,,,,,,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,Size,54,,,,,,,,,,,,,,,,https://www.trendyol.com/ty188/product/media/images/20211003/20/139145658/253206097/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty187/product/media/images/20211003/20/139145658/253206097/2/2_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty187/product/media/images/20211003/20/139145658/253206097/3/3_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty187/product/media/images/20211003/20/139145658/253206097/4/4_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Desenli-Dokuma-Yelekli-Takım-Elbise,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty187/product/media/images/20211003/20/139145658/253206097/5/5_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,Açık Lacivert Düz Örme T - Shirt RP10113808,T - Shirt Desen: Düz Line: Casual Kalıp: Regular Fit Yaka: Polo Yaka Karışım: %100 Pamuk,REXGOLL,,Polo Yaka T-shirt,Polo Yaka T-shirt,TRUE,Renk,beyaz,Size,XS,,,,200,shopify,4228,deny,manual,15.02,15.02,TRUE,TRUE,https://www.trendyol.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,1,,FALSE,,,,,,,,,used,FALSE,,,,,,,g,,,,,active
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,XS,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,2,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,S,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,3,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,M,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,4,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,L,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,5,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,XL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,6,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,XXL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,7,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,beyaz,Size,3XL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty94/product/media/images/20210404/15/baa9e331/58996055/1/1_org_zoom.jpg,8,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,XS,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,9,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,S,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,10,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,M,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,11,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,L,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,12,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,XL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,13,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,XXL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,14,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,Renk,acik-lacivert,Size,3XL,,,,,,,,,,,,,,https://cdn.dsmcdn.com/ty3/product/media/images/20200509/8/882115/70462131/1/1_org_zoom.jpg,15,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty4/product/media/images/20200509/8/882115/70462131/2/2_org_zoom.jpg,16,,,,,,,,,,,,,,,,,,,,,,,,
Açık-Lacivert-Düz-Örme-T---Shirt-RP10113808,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com/ty3/product/media/images/20200509/8/882115/70462131/3/3_org_zoom.jpg,17,,,,,,,,,,,,,,,,,,,,,,,,
